REPORT_DT,WO_CREATE_DT,WO_NUM,LABEL,DEAL_NUM,DEAL_DESC,DEAL_QTY,QTY_REQ,FG_ITEM,PRIM_SUFFIX,DIST_SUFFIX,PKG_SUFFIX,ITEM_DESC,FG_ITEM_QTY,DUE_SHIP_DT,PIPELINE_DEAL,ORDER_STATUS,BULK_ITEM,BULK_QTY,MFGID,LOCATION,SCHEDULE_DT,INITIAL,CUST_SEGMENT,COMMENTS,DEAL_PRICE,MONTH,YEAR,INITIAL_DFU,DISPLY_PIPELINE,WK_DEAL_INV,WK_DEAL_QTY,CUSTOMER,WK_NUMBER,DC_TGT_DUE_DT,FG_AVAIL_DT,BULK_AVAIL_DT,BULK_MFG,FG_AVAIL_WK,BULK_AVAIL_WK,FG_WK_YEAR,BULK_WK_YEAR,DEAL_WK_YEAR,FG_WK_OF,BULK_WK_OF,WK_START_OF,ACC_DNA_AFTR_SCH,DEAL_BRAND,DOSAGE,BRAND,WO_STATUS,CHANNEL,PKG_ENVIRONMENT,BULK_DESC,DFU
25-Mar-19,04-Feb-19,71536,DE,56686,56686- Description,1,216,80462,0055,0055,0055,80462 - Description,216,01-Apr-19, PIPELINE,UNFRMD,,0,,45,,OR,22130,22130 - Comments,0,APR,2019,80462_0055_0055,Pipeline,0,0,CUSTOMER 5,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 6,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80462_0055_0055
25-Mar-19,08-Feb-19,71620,DE,56686,56686- Description,1,216,80463,0055,0055,0055,80463 - Description,216,01-Apr-19, PIPELINE,UNFRMD,,0,,45,,OR,22130,22130 - Comments,0,APR,2019,80463_0055_0055,Pipeline,0,0,CUSTOMER 5,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 6,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80463_0055_0055
25-Mar-19,08-Feb-19,71621,DE,56686,56686- Description,8,6,75071,ACNU,ACNU,ACNU,75071 - Description,48,28-Mar-19,,SCHEDL,,0,,45,25-Mar-19,MCC,200009949,200009949 - Comments,96.96,MAR,2019,75071_ACNU_ACNU,Display,0,0,CUSTOMER 27,13,14-Mar-19,28-Feb-19,28-Jan-19,0,9,5,9_2019,5_2019,13_2019,18-FEB-19,21-JAN-19,18-MAR-19,ACCOUNT DESC 61,BRAND 12,BAR,PURE PROTEIN BARS, SCHEDL,WHOLESALE,EU,,75071_ACNU_ACNU
25-Mar-19,08-Feb-19,71621,DE,56686,56686- Description,8,6,75072,ACNU,ACNU,ACNU,75072 - Description,48,28-Mar-19,,SCHEDL,,0,,45,25-Mar-19,MCC,200009949,200009949 - Comments,96.96,MAR,2019,75072_ACNU_ACNU,Display,0,0,CUSTOMER 27,13,14-Mar-19,28-Feb-19,28-Jan-19,0,9,5,9_2019,5_2019,13_2019,18-FEB-19,21-JAN-19,18-MAR-19,ACCOUNT DESC 28,BRAND 12,BAR,PURE PROTEIN BARS, SCHEDL,WHOLESALE,EU,,75072_ACNU_ACNU
25-Mar-19,08-Feb-19,71622,DE,56686,56686- Description,8,6,75073,ACNU,ACNU,ACNU,75073 - Description,48,28-Mar-19,,SCHEDL,,0,,45,25-Mar-19,MCC,200009949,200009949 - Comments,96.96,MAR,2019,75073_ACNU_ACNU,Display,0,0,CUSTOMER 27,13,14-Mar-19,28-Feb-19,28-Jan-19,0,9,5,9_2019,5_2019,13_2019,18-FEB-19,21-JAN-19,18-MAR-19,ACCOUNT DESC 28,BRAND 12,BAR,PURE PROTEIN BARS, SCHEDL,WHOLESALE,EU,,75073_ACNU_ACNU
25-Mar-19,08-Feb-19,71622,DE,56686,56686- Description,8,6,75173,ACNU,ACNU,ACNU,75173 - Description,48,28-Mar-19,,SCHEDL,,0,,45,25-Mar-19,MCC,200009949,200009949 - Comments,96.96,MAR,2019,75173_ACNU_ACNU,Display,0,0,CUSTOMER 27,13,14-Mar-19,28-Feb-19,28-Jan-19,0,9,5,9_2019,5_2019,13_2019,18-FEB-19,21-JAN-19,18-MAR-19,ACCOUNT DESC 28,BRAND 12,BAR,PURE PROTEIN BARS, SCHEDL,WHOLESALE,EU,,75173_ACNU_ACNU
25-Mar-19,08-Feb-19,71622,DE,56686,56686- Description,1,144,80448,0055,0050,0055,80448 - Description,144,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,22130,22130 - Comments,0,APR,2019,80448_0055_0050,Pipeline,0,0,CUSTOMER 5,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 12,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80448_0055_0050
25-Mar-19,11-Feb-19,71623,DE,56686,56686- Description,1,144,80451,0055,0050,0055,80451 - Description,144,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,22130,22130 - Comments,0,APR,2019,80451_0055_0050,Pipeline,0,0,CUSTOMER 5,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 6,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80451_0055_0050
25-Mar-19,11-Feb-19,71624,DE,56686,56686- Description,1,144,80452,0055,0050,0055,80452 - Description,144,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,22130,22130 - Comments,0,APR,2019,80452_0055_0050,Pipeline,0,0,CUSTOMER 5,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 6,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80452_0055_0050
25-Mar-19,12-Feb-19,71626,DE,56686,56686- Description,1,144,80453,0055,0050,0055,80453 - Description,144,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,22130,22130 - Comments,0,APR,2019,80453_0055_0050,Pipeline,0,0,CUSTOMER 5,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 6,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80453_0055_0050
25-Mar-19,12-Feb-19,71626,DE,56686,56686- Description,1,144,80454,0055,0050,0055,80454 - Description,144,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,22130,22130 - Comments,0,APR,2019,80454_0055_0050,Pipeline,0,0,CUSTOMER 5,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 6,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80454_0055_0050
25-Mar-19,12-Feb-19,71626,DE,56686,56686- Description,1,144,80455,0055,0050,0055,80455 - Description,144,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,22130,22130 - Comments,0,APR,2019,80455_0055_0050,Pipeline,0,0,CUSTOMER 5,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 6,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80455_0055_0050
25-Mar-19,12-Feb-19,71626,DE,56686,56686- Description,1,144,80456,0055,0050,0055,80456 - Description,144,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,22130,22130 - Comments,0,APR,2019,80456_0055_0050,Pipeline,0,0,CUSTOMER 5,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 6,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80456_0055_0050
25-Mar-19,07-Feb-19,71554,DE,56686,56686- Description,1,144,80457,0055,0050,0055,80457 - Description,144,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,22130,22130 - Comments,0,APR,2019,80457_0055_0050,Pipeline,0,0,CUSTOMER 5,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 6,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80457_0055_0050
25-Mar-19,07-Feb-19,71555,DE,56686,56686- Description,1,144,80458,0055,0050,0055,80458 - Description,144,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,22130,22130 - Comments,0,APR,2019,80458_0055_0050,Pipeline,0,0,CUSTOMER 5,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 6,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80458_0055_0050
25-Mar-19,08-Feb-19,71605,DE,56686,56686- Description,1,144,80459,0055,0050,0055,80459 - Description,144,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,22130,22130 - Comments,0,APR,2019,80459_0055_0050,Pipeline,0,0,CUSTOMER 5,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 6,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80459_0055_0050
25-Mar-19,08-Feb-19,71605,DE,56686,56686- Description,1,144,80462,0055,0050,0055,80462 - Description,144,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,22130,22130 - Comments,0,APR,2019,80462_0055_0050,Pipeline,0,0,CUSTOMER 5,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 6,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80462_0055_0050
25-Mar-19,08-Feb-19,71605,DE,56686,56686- Description,1,144,80463,0055,0050,0055,80463 - Description,144,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,22130,22130 - Comments,0,APR,2019,80463_0055_0050,Pipeline,0,0,CUSTOMER 5,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 6,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80463_0055_0050
25-Mar-19,08-Feb-19,71605,DE,56686,56686- Description,1,216,80448,0055,0055,0055,80448 - Description,216,01-Apr-19, PIPELINE,UNFRMD,,0,,45,,OR,22130,22130 - Comments,0,APR,2019,80448_0055_0055,Pipeline,0,0,CUSTOMER 5,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 3,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80448_0055_0055
25-Mar-19,18-Jan-19,71424,DE,56686,56686- Description,1,216,80451,0055,0055,0055,80451 - Description,216,01-Apr-19, PIPELINE,UNFRMD,,0,,45,,OR,22130,22130 - Comments,0,APR,2019,80451_0055_0055,Pipeline,0,0,CUSTOMER 5,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 6,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80451_0055_0055
25-Mar-19,18-Jan-19,71424,DE,56686,56686- Description,1,216,80452,0055,0055,0055,80452 - Description,216,01-Apr-19, PIPELINE,UNFRMD,,0,,45,,OR,22130,22130 - Comments,0,APR,2019,80452_0055_0055,Pipeline,0,0,CUSTOMER 5,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 6,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80452_0055_0055
25-Mar-19,18-Jan-19,71424,DE,56686,56686- Description,1,216,80453,0055,0055,0055,80453 - Description,216,01-Apr-19, PIPELINE,UNFRMD,,0,,45,,OR,22130,22130 - Comments,0,APR,2019,80453_0055_0055,Pipeline,0,0,CUSTOMER 5,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 6,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80453_0055_0055
25-Mar-19,18-Jan-19,71424,DE,56686,56686- Description,1,216,80454,0055,0055,0055,80454 - Description,216,01-Apr-19, PIPELINE,UNFRMD,,0,,45,,OR,22130,22130 - Comments,0,APR,2019,80454_0055_0055,Pipeline,0,0,CUSTOMER 5,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 6,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80454_0055_0055
25-Mar-19,18-Jan-19,71425,DE,56686,56686- Description,1,216,80455,0055,0055,0055,80455 - Description,216,01-Apr-19, PIPELINE,UNFRMD,,0,,45,,OR,22130,22130 - Comments,0,APR,2019,80455_0055_0055,Pipeline,0,0,CUSTOMER 5,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 6,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80455_0055_0055
25-Mar-19,18-Jan-19,71425,DE,56686,56686- Description,1,216,80456,0055,0055,0055,80456 - Description,216,01-Apr-19, PIPELINE,UNFRMD,,0,,45,,OR,22130,22130 - Comments,0,APR,2019,80456_0055_0055,Pipeline,0,0,CUSTOMER 5,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 6,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80456_0055_0055
25-Mar-19,18-Jan-19,71425,DE,56686,56686- Description,1,216,80457,0055,0055,0055,80457 - Description,216,01-Apr-19, PIPELINE,UNFRMD,,0,,45,,OR,22130,22130 - Comments,0,APR,2019,80457_0055_0055,Pipeline,0,0,CUSTOMER 5,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 6,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80457_0055_0055
25-Mar-19,18-Jan-19,71426,DE,56686,56686- Description,1,216,80458,0055,0055,0055,80458 - Description,216,01-Apr-19, PIPELINE,UNFRMD,,0,,45,,OR,22130,22130 - Comments,0,APR,2019,80458_0055_0055,Pipeline,0,0,CUSTOMER 5,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 6,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80458_0055_0055
25-Mar-19,18-Jan-19,71427,DE,56686,56686- Description,1,1125,80385,0055,0050,0055,80385 - Description,1125,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,100650,100650 - Comments,0,APR,2019,80385_0055_0050,Pipeline,0,0,CUSTOMER 11,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 7,BRAND 8,SFG,OPTIMAL SOLUTIONS, UNFRMD,WHOLESALE,EU,,80385_0055_0050
25-Mar-19,26-Dec-18,54224,NB,80588,80588- Description,1,1125,80386,0055,0050,0055,80386 - Description,1125,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,100650,100650 - Comments,0,APR,2019,80386_0055_0050,Pipeline,0,0,CUSTOMER 11,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 12,BRAND 8,SFG,OPTIMAL SOLUTIONS, UNFRMD,WHOLESALE,EU,,80386_0055_0050
25-Mar-19,26-Dec-18,54226,NB,29957,29957- Description,1,1125,80387,0055,0050,0055,80387 - Description,1125,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,100650,100650 - Comments,0,APR,2019,80387_0055_0050,Pipeline,0,0,CUSTOMER 11,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 12,BRAND 8,SFG,OPTIMAL SOLUTIONS, UNFRMD,WHOLESALE,EU,,80387_0055_0050
25-Mar-19,26-Dec-18,54233,AE,29485,29485- Description,1,1125,80388,0055,0050,0055,80388 - Description,1125,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,100650,100650 - Comments,0,APR,2019,80388_0055_0050,Pipeline,0,0,CUSTOMER 11,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 12,BRAND 8,SFG,OPTIMAL SOLUTIONS, UNFRMD,WHOLESALE,EU,,80388_0055_0050
25-Mar-19,26-Dec-18,54233,AE,29485,29485- Description,1,1125,80389,0055,0050,0055,80389 - Description,1125,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,100650,100650 - Comments,0,APR,2019,80389_0055_0050,Pipeline,0,0,CUSTOMER 11,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 28,BRAND 8,SFG,OPTIMAL SOLUTIONS, UNFRMD,WHOLESALE,EU,,80389_0055_0050
25-Mar-19,26-Dec-18,54233,AE,29485,29485- Description,1,1125,80390,0055,0050,0055,80390 - Description,1125,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,100650,100650 - Comments,0,APR,2019,80390_0055_0050,Pipeline,0,0,CUSTOMER 11,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 12,BRAND 8,SFG,OPTIMAL SOLUTIONS, UNFRMD,WHOLESALE,EU,,80390_0055_0050
25-Mar-19,26-Dec-18,54234,AE,29485,29485- Description,1,1125,80448,0055,0050,0055,80448 - Description,1125,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,100650,100650 - Comments,0,APR,2019,80448_0055_0050,Pipeline,0,0,CUSTOMER 11,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 12,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80448_0055_0050
25-Mar-19,26-Dec-18,54234,AE,29485,29485- Description,1,1125,80451,0055,0050,0055,80451 - Description,1125,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,100650,100650 - Comments,0,APR,2019,80451_0055_0050,Pipeline,0,0,CUSTOMER 11,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 12,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80451_0055_0050
25-Mar-19,26-Dec-18,54234,AE,29485,29485- Description,1,1125,80452,0055,0050,0055,80452 - Description,1125,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,100650,100650 - Comments,0,APR,2019,80452_0055_0050,Pipeline,0,0,CUSTOMER 11,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 12,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80452_0055_0050
25-Mar-19,26-Dec-18,54235,AE,29485,29485- Description,1,1125,80453,0055,0050,0055,80453 - Description,1125,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,100650,100650 - Comments,0,APR,2019,80453_0055_0050,Pipeline,0,0,CUSTOMER 11,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 12,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80453_0055_0050
25-Mar-19,26-Dec-18,54235,AE,29485,29485- Description,1,1125,80454,0055,0050,0055,80454 - Description,1125,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,100650,100650 - Comments,0,APR,2019,80454_0055_0050,Pipeline,0,0,CUSTOMER 11,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 12,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80454_0055_0050
25-Mar-19,26-Dec-18,54235,AE,29485,29485- Description,1,1125,80456,0055,0050,0055,80456 - Description,1125,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,100650,100650 - Comments,0,APR,2019,80456_0055_0050,Pipeline,0,0,CUSTOMER 11,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 12,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80456_0055_0050
25-Mar-19,26-Dec-18,54236,AE,57882,57882- Description,1,1125,80457,0055,0050,0055,80457 - Description,1125,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,100650,100650 - Comments,0,APR,2019,80457_0055_0050,Pipeline,0,0,CUSTOMER 11,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 12,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80457_0055_0050
25-Mar-19,26-Dec-18,54236,AE,57882,57882- Description,1,1125,80458,0055,0050,0055,80458 - Description,1125,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,100650,100650 - Comments,0,APR,2019,80458_0055_0050,Pipeline,0,0,CUSTOMER 11,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 12,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80458_0055_0050
25-Mar-19,26-Dec-18,54236,AE,57882,57882- Description,1,1125,80459,0055,0050,0055,80459 - Description,1125,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,100650,100650 - Comments,0,APR,2019,80459_0055_0050,Pipeline,0,0,CUSTOMER 11,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 12,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80459_0055_0050
25-Mar-19,26-Dec-18,54236,AE,57882,57882- Description,1,1125,80462,0055,0050,0055,80462 - Description,1125,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,100650,100650 - Comments,0,APR,2019,80462_0055_0050,Pipeline,0,0,CUSTOMER 11,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 12,BRAND 8,TAB,SUNDOWN ORGANICS, UNFRMD,WHOLESALE,EU,,80462_0055_0050
25-Mar-19,26-Dec-18,54236,AE,57882,57882- Description,1,1125,80477,0055,0050,0055,80477 - Description,1125,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,100650,100650 - Comments,0,APR,2019,80477_0055_0050,Pipeline,0,0,CUSTOMER 11,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 12,BRAND 8,GMY,OPTIMAL SOLUTIONS, UNFRMD,WHOLESALE,EU,,80477_0055_0050
25-Mar-19,09-Jan-19,54357,NB,78770,78770- Description,1,1800,80478,0055,0050,0055,80478 - Description,1800,01-Apr-19, PIPELINE,UNFRMD,,0,,46,,OR,100650,100650 - Comments,0,APR,2019,80478_0055_0050,Pipeline,0,0,CUSTOMER 11,14,01-Apr-19,01-Apr-19,01-Apr-19,0,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 12,BRAND 8,GMY,OPTIMAL SOLUTIONS, UNFRMD,WHOLESALE,EU,,80478_0055_0050
25-Mar-19,10-Jan-19,54361,AE,65888,65888- Description,1,1125,80481,0055,0050,0051,80481 - Description,1125,01-Apr-19, PIPELINE,UNFRMD,80481,90000,REXL,46,,OR,100650,100650 - Comments,0,APR,2019,80481_0055_0050,Pipeline,0,0,CUSTOMER 11,14,01-Apr-19,01-Apr-19,01-Apr-19,REXL,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 12,BRAND 8,TAB,OSTEO BI-FLEX, UNFRMD,WHOLESALE,EU,80481 - Description,80481_0055_0050
25-Mar-19,10-Jan-19,54361,AE,65888,65888- Description,1,1125,80484,0055,0050,05NB,80484 - Description,1125,01-Apr-19, PIPELINE,UNFRMD,80912,56250,B/N,46,,OR,100650,100650 - Comments,0,APR,2019,80484_0055_0050,Pipeline,0,0,CUSTOMER 11,14,01-Apr-19,01-Apr-19,01-Apr-19,B/N,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 5,BRAND 8,TAB,COMPANY, UNFRMD,WHOLESALE,US,80912 - Description,80484_0055_0050
25-Mar-19,10-Jan-19,54361,AE,65888,65888- Description,1,1125,80910,0055,0050,05NB,80910 - Description,1125,01-Apr-19, PIPELINE,UNFRMD,80499,78750,B/N,46,,OR,100650,100650 - Comments,0,APR,2019,80910_0055_0050,Pipeline,0,0,CUSTOMER 11,14,01-Apr-19,01-Apr-19,01-Apr-19,B/N,14,14,14_2019,14_2019,14_2019,25-MAR-19,25-MAR-19,25-MAR-19,ACCOUNT DESC 12,BRAND 8,GMY,COMPANY, UNFRMD,WHOLESALE,US,80499 - Description,80910_0055_0050
